--------- beginning of main
02-17 08:11:55.991 32541 32541 W audit   : audit_lost=407261 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:11:55.991 32541 32541 E audit   : rate limit exceeded
02-17 08:11:56.810 32630 32630 W cargo   : type=1400 audit(0.0:419734): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:56.810 32630 32630 W cargo   : type=1400 audit(0.0:419735): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:56.810 32630 32630 W cargo   : type=1400 audit(0.0:419736): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:56.814 32630 32630 W rustc   : type=1400 audit(0.0:419737): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:56.814 32630 32630 W rustc   : type=1400 audit(0.0:419738): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:11:57.076 32659 32659 W audit   : audit_lost=407539 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:11:57.076 32659 32659 E audit   : rate limit exceeded
02-17 08:11:57.838 32745 32745 W cargo   : type=1400 audit(0.0:420077): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:57.838 32745 32745 W cargo   : type=1400 audit(0.0:420078): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:57.838 32745 32745 W cargo   : type=1400 audit(0.0:420079): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:57.842 32745 32745 W rustc   : type=1400 audit(0.0:420080): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:57.858 32745 32745 W rustc   : type=1400 audit(0.0:420081): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:11:58.111 32756 32756 W audit   : audit_lost=407904 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:11:58.111 32756 32756 E audit   : rate limit exceeded
02-17 08:11:58.846   335   335 W bash    : type=1400 audit(0.0:420381): avc:  denied  { ioctl } for  path="pipe:[768450]" dev="pipefs" ino=768450 ioctlcmd=0x540f scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tclass=fifo_file permissive=0 app=com.termux
02-17 08:11:58.846   335   335 W bash    : type=1400 audit(0.0:420382): avc:  denied  { ioctl } for  path="pipe:[768450]" dev="pipefs" ino=768450 ioctlcmd=0x540f scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tclass=fifo_file permissive=0 app=com.termux
02-17 08:11:58.850   343   343 W bash    : type=1400 audit(0.0:420383): avc:  granted  { execute } for  name="coreutils" dev="dm-45" ino=151185 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:58.850   343   343 W bash    : type=1400 audit(0.0:420384): avc:  granted  { execute } for  name="coreutils" dev="dm-45" ino=151185 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:11:58.850   343   343 W bash    : type=1400 audit(0.0:420385): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/coreutils" dev="dm-45" ino=151185 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:00.042   479   479 W cargo   : type=1400 audit(0.0:420698): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:00.042   479   479 W cargo   : type=1400 audit(0.0:420699): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:00.042   479   479 W cargo   : type=1400 audit(0.0:420700): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:00.046   479   479 W rustc   : type=1400 audit(0.0:420701): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:00.046   479   479 W rustc   : type=1400 audit(0.0:420702): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:01.058   529   529 W rustc   : type=1400 audit(0.0:420782): avc:  granted  { execute } for  name="aarch64-linux-android-clang" dev="dm-45" ino=115776 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:01.058   529   529 W rustc   : type=1400 audit(0.0:420783): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:01.058   529   529 W rustc   : type=1400 audit(0.0:420784): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:01.062   529   529 W bash    : type=1400 audit(0.0:420785): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:01.062   529   529 W bash    : type=1400 audit(0.0:420786): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:02.170   598   598 W cargo   : type=1400 audit(0.0:420939): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:02.170   598   598 W cargo   : type=1400 audit(0.0:420940): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:02.170   598   598 W cargo   : type=1400 audit(0.0:420941): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:02.182   598   598 W rustc   : type=1400 audit(0.0:420942): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:02.186   598   598 W rustc   : type=1400 audit(0.0:420943): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:03.202   671   671 W cargo   : type=1400 audit(0.0:421096): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:03.202   671   671 W cargo   : type=1400 audit(0.0:421097): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:03.202   671   671 W cargo   : type=1400 audit(0.0:421098): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:03.206   671   671 W rustc   : type=1400 audit(0.0:421099): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:03.206   671   671 W rustc   : type=1400 audit(0.0:421100): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:04.386   763   763 W cargo   : type=1400 audit(0.0:421293): avc:  granted  { execute } for  name="build-script-build" dev="dm-45" ino=882037 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:04.386   763   763 W cargo   : type=1400 audit(0.0:421294): avc:  granted  { execute } for  name="build-script-build" dev="dm-45" ino=882037 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:04.386   763   763 W cargo   : type=1400 audit(0.0:421295): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/home/transcribe_v2/target/release/build/zstd-sys-d297daaf4ed417f0/build-script-build" dev="dm-45" ino=882037 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:04.398   763   763 W build-script-bu: type=1400 audit(0.0:421296): avc:  granted  { execute } for  path="/data/data/com.termux/files/home/transcribe_v2/target/release/build/zstd-sys-d297daaf4ed417f0/build-script-build" dev="dm-45" ino=882037 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:04.398   763   763 W build-script-bu: type=1400 audit(0.0:421297): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:05.478   840   840 W rustc   : type=1400 audit(0.0:421859): avc:  granted  { execute } for  path="/data/data/com.termux/files/home/transcribe_v2/target/release/deps/libopenssl_macros-66a7188318a2e47a.so" dev="dm-45" ino=883405 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:05.502   854   854 W cargo   : type=1400 audit(0.0:421860): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:05.502   854   854 W cargo   : type=1400 audit(0.0:421861): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:05.502   854   854 W cargo   : type=1400 audit(0.0:421862): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:05.502   854   854 W rustc   : type=1400 audit(0.0:421863): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:05.586   856   856 W audit   : audit_lost=409628 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:05.586   856   856 E audit   : rate limit exceeded
02-17 08:12:06.490   905   905 W build-script-bu: type=1400 audit(0.0:422224): avc:  granted  { execute } for  name="aarch64-linux-android-clang" dev="dm-45" ino=115776 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:06.490   905   905 W build-script-bu: type=1400 audit(0.0:422225): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:06.490   905   905 W build-script-bu: type=1400 audit(0.0:422226): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:06.490   905   905 W bash    : type=1400 audit(0.0:422227): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:06.490   905   905 W bash    : type=1400 audit(0.0:422228): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:07.494  1175  1175 W clang   : type=1400 audit(0.0:422579): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libclang-cpp.so" dev="dm-45" ino=117449 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:07.494  1175  1175 W clang   : type=1400 audit(0.0:422580): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libtermux-exec-ld-preload.so" dev="dm-45" ino=103227 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:07.494  1175  1175 W clang   : type=1400 audit(0.0:422581): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libicudata.so.78.2" dev="dm-45" ino=94677 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:07.494  1175  1175 W clang   : type=1400 audit(0.0:422582): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libxml2.so.16.1.1" dev="dm-45" ino=108504 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:07.494  1175  1175 W clang   : type=1400 audit(0.0:422583): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libLLVM.so" dev="dm-45" ino=111128 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.522  1316  1316 W clang   : type=1400 audit(0.0:422779): avc:  granted  { execute } for  name="lld" dev="dm-45" ino=111219 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.522  1316  1316 W clang   : type=1400 audit(0.0:422780): avc:  granted  { execute } for  name="lld" dev="dm-45" ino=111219 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.522  1318  1318 W clang   : type=1400 audit(0.0:422781): avc:  granted  { execute } for  name="lld" dev="dm-45" ino=111219 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.526  1318  1318 W clang   : type=1400 audit(0.0:422782): avc:  granted  { execute } for  name="lld" dev="dm-45" ino=111219 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.526  1318  1318 W clang   : type=1400 audit(0.0:422783): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/lld" dev="dm-45" ino=111219 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:08.697  1314  1314 W audit   : audit_lost=410506 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:08.697  1314  1314 E audit   : rate limit exceeded
02-17 08:12:09.574  1467  1467 W cargo   : type=1400 audit(0.0:422968): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:09.574  1467  1467 W cargo   : type=1400 audit(0.0:422969): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:09.574  1467  1467 W cargo   : type=1400 audit(0.0:422970): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:09.578  1467  1467 W rustc   : type=1400 audit(0.0:422971): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:09.578  1467  1467 W rustc   : type=1400 audit(0.0:422972): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 08:12:09.929  1478  1478 W audit   : audit_lost=410691 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:09.929  1478  1478 E audit   : rate limit exceeded
02-17 08:12:10.654  1518  1518 W bash    : type=1400 audit(0.0:423134): avc:  denied  { ioctl } for  path="pipe:[773303]" dev="pipefs" ino=773303 ioctlcmd=0x5413 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tclass=fifo_file permissive=0 app=com.termux
02-17 08:12:10.850  1543  1543 W build-script-bu: type=1400 audit(0.0:423135): avc:  granted  { execute } for  name="aarch64-linux-android-clang" dev="dm-45" ino=115776 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:10.850  1543  1543 W build-script-bu: type=1400 audit(0.0:423136): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:10.850  1543  1543 W build-script-bu: type=1400 audit(0.0:423137): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:10.850  1543  1543 W bash    : type=1400 audit(0.0:423138): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:11.075  1566  1566 W audit   : audit_lost=410881 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:11.075  1566  1566 E audit   : rate limit exceeded
02-17 08:12:11.702  1611  1611 W rustc   : type=1400 audit(0.0:423351): avc:  granted  { execute } for  path="/data/data/com.termux/files/home/transcribe_v2/target/release/deps/libserde_derive-f522185809194937.so" dev="dm-45" ino=887197 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:11.942  1650  1650 W cargo   : type=1400 audit(0.0:423352): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:11.942  1650  1650 W cargo   : type=1400 audit(0.0:423353): avc:  granted  { execute } for  name="rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:11.942  1650  1650 W cargo   : type=1400 audit(0.0:423354): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:11.946  1650  1650 W rustc   : type=1400 audit(0.0:423355): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/rustc" dev="dm-45" ino=606633 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:12.194  1595  1595 W audit   : audit_lost=411064 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:12.194  1595  1595 E audit   : rate limit exceeded
02-17 08:12:13.062  1806  1806 W bash    : type=1400 audit(0.0:423569): avc:  denied  { ioctl } for  path="pipe:[771867]" dev="pipefs" ino=771867 ioctlcmd=0x5413 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tclass=fifo_file permissive=0 app=com.termux
02-17 08:12:13.090  1856  1856 W build-script-bu: type=1400 audit(0.0:423570): avc:  granted  { execute } for  name="aarch64-linux-android-clang" dev="dm-45" ino=115776 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:13.090  1856  1856 W build-script-bu: type=1400 audit(0.0:423571): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:13.090  1856  1856 W build-script-bu: type=1400 audit(0.0:423572): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:13.090  1856  1856 W bash    : type=1400 audit(0.0:423573): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:13.404  1900  1900 W audit   : audit_lost=411306 audit_rate_limit=5 audit_backlog_limit=64
02-17 08:12:13.404  1900  1900 E audit   : rate limit exceeded
02-17 08:12:14.082  1856  1856 W bash    : type=1400 audit(0.0:423996): avc:  denied  { ioctl } for  path="pipe:[774235]" dev="pipefs" ino=774235 ioctlcmd=0x5413 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tclass=fifo_file permissive=0 app=com.termux
02-17 08:12:14.094  2017  2017 W build-script-bu: type=1400 audit(0.0:423997): avc:  granted  { execute } for  name="aarch64-linux-android-clang" dev="dm-45" ino=115776 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 08:12:14.094  2017  2017 W build-script-bu: type=1400 audit(0.0:423998): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
